iteracion,recompensa,longitud,contribucion_recompensa_vx,contribucion_recompensa_progreso,contribucion_recompensa_vy,contribucion_recompensa_yaw,contribucion_recompensa_vertical,contribucion_recompensa_supervivencia,contribucion_penalizacion_y,contribucion_penalizacion_suavidad,contribucion_penalizacion_torque,contribucion_penalizacion_pose,recompensa_vx,recompensa_progreso,recompensa_vy,recompensa_yaw,recompensa_vertical,recompensa_supervivencia,activacion_marcha,penalizacion_y,penalizacion_error_vx,penalizacion_suavidad,penalizacion_torque,penalizacion_pose,recompensa_fin_supervivencia,recompensa_fin_distancia_objetivo,penalizacion_fin_error_vx,penalizacion_fin_caida
98,776.8784790039062,73.59776306152344,0.6212003231048584,0.44656437635421753,6.550719261169434,2.2614479064941406,0.8434235453605652,0.4502384662628174,1.3120647963660304e-05,0.0106563251465559,0.0262422114610672,0.0,0.3106001615524292,0.8931287527084351,0.7372530698776245,0.24873270094394684,0.9422250986099243,1.0,0.9004769325256348,0.00026241294108331203,0.07086268067359924,1.0656325817108154,5248.4423828125,0.044641852378845215,0.0,0.0,0.0,17.747272491455078
99,768.6771240234375,73.16471862792969,0.600233793258667,0.4466608166694641,6.532321929931641,2.273869514465332,0.8431262969970703,0.4502389430999756,1.313187021878548e-05,0.01077977567911148,0.026490498334169388,0.0,0.3001168966293335,0.8933216333389282,0.7352375984191895,0.24981123208999634,0.9419399499893188,1.0,0.9004778861999512,0.00026263738982379436,0.07237274944782257,1.0779776573181152,5298.099609375,0.044803887605667114,0.0,0.0,0.0,17.749286651611328
100,759.0467529296875,71.66551971435547,0.5929790735244751,0.44783297181129456,6.546262264251709,2.287665367126465,0.8459619283676147,0.45183688402175903,1.3096057955408469e-05,0.010900146327912807,0.026717830449342728,0.0,0.29648953676223755,0.8956659436225891,0.7342715859413147,0.250193327665329,0.9416665434837341,1.0,0.9036737680435181,0.0002619211736600846,0.07270041108131409,1.0900146961212158,5343.56640625,0.04464011639356613,0.0,0.0,0.0,17.763290405273438
101,761.532958984375,72.30333709716797,0.6009645462036133,0.4475855529308319,6.525431156158447,2.2811543941497803,0.8451052904129028,0.4513426423072815,1.3420551113085821e-05,0.011007480323314667,0.026967186480760574,0.0,0.30048227310180664,0.8951711058616638,0.7327195405960083,0.24991397559642792,0.9417543411254883,1.0,0.902685284614563,0.00026841103681363165,0.07244474440813065,1.100748062133789,5393.4375,0.04449646174907684,0.0,0.0,0.0,17.76703643798828
102,759.9126586914062,72.02760314941406,0.6089349985122681,0.44863808155059814,6.497028350830078,2.277545928955078,0.8455130457878113,0.45158129930496216,1.3861661500413902e-05,0.011132312938570976,0.027238400653004646,0.0,0.30446749925613403,0.8972761631011963,0.7295028567314148,0.24958455562591553,0.9416625499725342,1.0,0.9031625986099243,0.00027723322273232043,0.07235714048147202,1.1132314205169678,5447.6796875,0.04449717327952385,0.0,0.0,0.0,17.769466400146484
103,757.4514770507812,72.2330322265625,0.601054310798645,0.4477369785308838,6.49326753616333,2.272879123687744,0.8444278240203857,0.45101892948150635,1.3937145922682248e-05,0.011232751421630383,0.027420008555054665,0.0,0.3005271553993225,0.8954739570617676,0.7297622561454773,0.2494330108165741,0.9416919946670532,1.0,0.9020378589630127,0.0002787429257296026,0.07291235029697418,1.1232751607894897,5484.001953125,0.0443822517991066,0.0,0.0,0.0,17.774280548095703
104,748.2673950195312,71.39341735839844,0.5726621150970459,0.4477148652076721,6.499136924743652,2.2835779190063477,0.844769299030304,0.4513919949531555,1.3913827388023492e-05,0.011336348950862885,0.027459394186735153,0.0,0.28633105754852295,0.8954297304153442,0.729802131652832,0.25015294551849365,0.9413263201713562,1.0,0.902783989906311,0.0002782765368465334,0.0748634934425354,1.1336350440979004,5491.87890625,0.044617727398872375,0.0,0.0,0.0,17.76364517211914
105,739.6616821289062,70.27969360351562,0.5583149790763855,0.4489321708679199,6.5332794189453125,2.2812113761901855,0.8468049764633179,0.45268046855926514,1.3504846720024943e-05,0.011437312699854374,0.027543485164642334,0.0,0.27915748953819275,0.8978643417358398,0.7314879894256592,0.24939244985580444,0.9408541321754456,1.0,0.9053609371185303,0.00027009693440049887,0.07595844566822052,1.1437313556671143,5508.697265625,0.044928520917892456,0.0,0.0,0.0,17.759889602661133
106,744.2188110351562,70.71681213378906,0.5711100101470947,0.4496479034423828,6.527885913848877,2.2891016006469727,0.8486573100090027,0.4536183476448059,1.401733788952697e-05,0.011560818180441856,0.02773470990359783,0.0,0.28555500507354736,0.8992958068847656,0.7293628454208374,0.24989381432533264,0.940846860408783,1.0,0.9072366952896118,0.00028034672141075134,0.0752713531255722,1.1560819149017334,5546.94189453125,0.045076336711645126,0.0,0.0,0.0,17.750202178955078
107,759.7958984375,71.92637634277344,0.6065119504928589,0.4503422975540161,6.527442455291748,2.280442237854004,0.8483788371086121,0.4532982409000397,1.4573704902431928e-05,0.011667689308524132,0.027793139219284058,0.0,0.30325597524642944,0.9006845951080322,0.7297290563583374,0.24872349202632904,0.9411295056343079,1.0,0.9065964818000793,0.00029147410532459617,0.07357761263847351,1.1667689085006714,5558.6279296875,0.04522618651390076,0.0,0.0,0.0,17.727954864501953
108,771.3763427734375,73.0814208984375,0.6320458054542542,0.4507726728916168,6.51046085357666,2.271010398864746,0.8485479950904846,0.45320290327072144,1.532231181045063e-05,0.011778624728322029,0.027895215898752213,0.0,0.3160229027271271,0.9015453457832336,0.7282222509384155,0.24817943572998047,0.941452145576477,1.0,0.9064058065414429,0.00030644622165709734,0.07249525189399719,1.177862524986267,5579.04345703125,0.045168839395046234,0.0,0.0,0.0,17.706703186035156
109,780.3675537109375,74.29597473144531,0.6435564756393433,0.4502018690109253,6.490037441253662,2.2704057693481445,0.8465345501899719,0.4520680904388428,1.561685166961979e-05,0.01186969131231308,0.027974288910627365,0.0,0.32177823781967163,0.9004037380218506,0.7276092171669006,0.2487342655658722,0.9416354894638062,1.0,0.9041361808776855,0.00031233704066835344,0.07206757366657257,1.18696928024292,5594.8583984375,0.04538422077894211,0.0,0.0,0.0,17.697439193725586
110,783.833984375,75.4141845703125,0.6470201015472412,0.4499084949493408,6.46652889251709,2.2697200775146484,0.8439803123474121,0.45071595907211304,1.5861689462326467e-05,0.011961200274527073,0.027958132326602936,0.0,0.3235100507736206,0.8998169898986816,0.7267999053001404,0.2490798532962799,0.9416873455047607,1.0,0.9014319181442261,0.00031723378924652934,0.07197411358356476,1.196120023727417,5591.62646484375,0.0459417924284935,0.0,0.0,0.0,17.70161247253418
111,795.875732421875,77.28823852539062,0.6622620224952698,0.4494420289993286,6.4467339515686035,2.254970073699951,0.8407264947891235,0.4488708972930908,1.6082889487734064e-05,0.012093881145119667,0.0280938558280468,0.0,0.3311310112476349,0.8988840579986572,0.7264440059661865,0.24844256043434143,0.941975474357605,1.0,0.8977417945861816,0.00032165777520276606,0.0713290199637413,1.2093881368637085,5618.771484375,0.04632054269313812,0.0,0.0,0.0,17.691164016723633
112,790.2130737304688,76.53388214111328,0.6606093049049377,0.4502211809158325,6.432875633239746,2.2585270404815674,0.8414837121963501,0.4493292272090912,1.7071355614461936e-05,0.012228498235344887,0.02831590548157692,0.0,0.33030465245246887,0.900442361831665,0.7239273190498352,0.24884028732776642,0.9418342113494873,1.0,0.8986584544181824,0.0003414271050132811,0.07148405909538269,1.2228498458862305,5663.1806640625,0.046171508729457855,0.0,0.0,0.0,17.701953887939453
113,786.2013549804688,76.17118835449219,0.6589677333831787,0.4501652419567108,6.4330220222473145,2.254850387573242,0.8408337831497192,0.4490308165550232,1.7189768186653964e-05,0.012342199683189392,0.028645282611250877,0.0,0.32948386669158936,0.9003304839134216,0.7246799468994141,0.24832312762737274,0.9417665004730225,1.0,0.8980616331100464,0.00034379534190520644,0.07156457006931305,1.234220027923584,5729.056640625,0.04594722017645836,0.0,0.0,0.0,17.714630126953125
114,772.9251098632812,74.44465637207031,0.6357601881027222,0.45137062668800354,6.44123649597168,2.2492661476135254,0.8419232368469238,0.4498114287853241,1.6916523236432113e-05,0.012512138113379478,0.028838619589805603,0.0,0.3178800940513611,0.9027412533760071,0.724187970161438,0.24734225869178772,0.9413462281227112,1.0,0.8996228575706482,0.0003383304865565151,0.07304777204990387,1.251213788986206,5767.72412109375,0.046462662518024445,0.0,0.0,0.0,17.721839904785156
115,762.58837890625,73.17845153808594,0.6218903064727783,0.45206817984580994,6.475115776062012,2.2565245628356934,0.8447506427764893,0.45148056745529175,1.611837069503963e-05,0.012630275450646877,0.028847526758909225,0.0,0.31094515323638916,0.9041363596916199,0.724940299987793,0.24734123051166534,0.9409446716308594,1.0,0.9029611349105835,0.0003223674139007926,0.07369577884674072,1.2630276679992676,5769.5048828125,0.04689905792474747,0.0,0.0,0.0,17.734756469726562
116,757.5352783203125,72.06893157958984,0.6211658716201782,0.45346927642822266,6.490221977233887,2.2613182067871094,0.8477426767349243,0.4531540274620056,1.60522813530406e-05,0.012739225290715694,0.029027059674263,0.0,0.3105829358100891,0.9069385528564453,0.7243506908416748,0.24682551622390747,0.9406783580780029,1.0,0.9063080549240112,0.0003210456343367696,0.07425209879875183,1.2739224433898926,5805.412109375,0.04683208838105202,0.0,0.0,0.0,17.72896957397461
117,742.81005859375,70.41871643066406,0.6013988256454468,0.45448821783065796,6.495158672332764,2.256173849105835,0.8498295545578003,0.454469233751297,1.5807137970114127e-05,0.012839751318097115,0.029228487983345985,0.0,0.3006994128227234,0.9089764356613159,0.7232681512832642,0.24578894674777985,0.9402124285697937,1.0,0.908938467502594,0.00031614277395419776,0.07592617720365524,1.2839751243591309,5845.69775390625,0.04685620591044426,0.0,0.0,0.0,17.73063087463379
118,737.5001220703125,69.98657989501953,0.5948283076286316,0.4546007513999939,6.490731239318848,2.2662625312805176,0.8509507179260254,0.455106258392334,1.572430119267665e-05,0.012926213443279266,0.029415223747491837,0.0,0.2974141538143158,0.9092015027999878,0.7219911813735962,0.24643731117248535,0.9401047229766846,1.0,0.910212516784668,0.0003144860384054482,0.07620365172624588,1.292621374130249,5883.044921875,0.04678228497505188,0.0,0.0,0.0,17.74309539794922
119,730.79833984375,69.12409973144531,0.5919330716133118,0.4550468623638153,6.497060775756836,2.254716157913208,0.8521105647087097,0.45581942796707153,1.6112489902297966e-05,0.013017576187849045,0.029404645785689354,0.0,0.2959665358066559,0.9100937247276306,0.7214356660842896,0.24482125043869019,0.9398711919784546,1.0,0.9116388559341431,0.0003222498344257474,0.0761810690164566,1.3017576932907104,5880.92919921875,0.04709479212760925,0.0,0.0,0.0,17.761314392089844
120,731.9380493164062,68.9440689086914,0.595836877822876,0.4559366703033447,6.521531581878662,2.257643222808838,0.8536882400512695,0.4566975235939026,1.6184108972083777e-05,0.013121945783495903,0.029501985758543015,0.0,0.297918438911438,0.9118733406066895,0.7226651906967163,0.24459272623062134,0.9397201538085938,1.0,0.9133950471878052,0.00032368217944167554,0.07598214596509933,1.312194585800171,5900.3974609375,0.047177571803331375,0.0,0.0,0.0,17.760290145874023
121,733.9359741210938,68.9558334350586,0.6007955074310303,0.4564395546913147,6.517951011657715,2.2644577026367188,0.8538651466369629,0.45682239532470703,1.5782181435497478e-05,0.013272270560264587,0.02968977950513363,0.0,0.30039775371551514,0.9128791093826294,0.7223795056343079,0.24515829980373383,0.9396417140960693,1.0,0.9136447906494141,0.0003156436141580343,0.07617524266242981,1.3272271156311035,5937.9560546875,0.04720862954854965,0.0,0.0,0.0,17.751625061035156
122,723.6200561523438,68.36550903320312,0.5878446102142334,0.4566454291343689,6.472696304321289,2.269094467163086,0.8543828725814819,0.4572761654853821,1.638676258153282e-05,0.01339763030409813,0.029949083924293518,0.0,0.2939223051071167,0.9132908582687378,0.7170785665512085,0.2456226944923401,0.9392763376235962,1.0,0.9145523309707642,0.00032773526618257165,0.07717479765415192,1.3397630453109741,5989.81640625,0.04750147461891174,0.0,0.0,0.0,17.758384704589844
123,719.4365234375,68.49876403808594,0.582782506942749,0.4566619396209717,6.4482574462890625,2.262660026550293,0.8527817726135254,0.45652663707733154,1.8009650375461206e-05,0.013472234830260277,0.030043769627809525,0.0,0.2913912534713745,0.9133238792419434,0.7148836851119995,0.24541503190994263,0.9391230940818787,1.0,0.9130532741546631,0.0003601929929573089,0.07730673998594284,1.3472235202789307,6008.75390625,0.04777943342924118,0.0,0.0,0.0,17.773263931274414
124,719.25390625,68.53982543945312,0.5926468372344971,0.45710158348083496,6.417409896850586,2.2568953037261963,0.8529857397079468,0.45662882924079895,1.8656293832464144e-05,0.013577143661677837,0.030248820781707764,0.0,0.29632341861724854,0.9142031669616699,0.7116009593009949,0.24478867650032043,0.9391067028045654,1.0,0.9132576584815979,0.0003731258912011981,0.0768059715628624,1.3577144145965576,6049.7646484375,0.04771319776773453,0.0,0.0,0.0,17.777982711791992
125,724.6484375,68.5072021484375,0.600163996219635,0.4580201506614685,6.459338188171387,2.2676351070404053,0.8538963794708252,0.45713010430336,1.796974720491562e-05,0.013701969757676125,0.030427373945713043,0.0,0.3000819981098175,0.916040301322937,0.7150302529335022,0.24529612064361572,0.9390243291854858,1.0,0.91426020860672,0.0003593949368223548,0.07676975429058075,1.3701969385147095,6085.474609375,0.048058971762657166,0.0,0.0,0.0,17.764766693115234
126,736.5692749023438,69.6895980834961,0.6137750744819641,0.4579329192638397,6.48793888092041,2.2563018798828125,0.8523369431495667,0.4561348557472229,1.745737790770363e-05,0.013878649100661278,0.030791452154517174,0.0,0.30688753724098206,0.9158658385276794,0.7188466787338257,0.24495384097099304,0.9393697381019592,1.0,0.9122697114944458,0.0003491475945338607,0.07580408453941345,1.3878649473190308,6158.2900390625,0.0477849580347538,0.0,0.0,0.0,17.74689292907715
127,757.7761840820312,71.3416519165039,0.6519272327423096,0.4581061601638794,6.498746871948242,2.2711639404296875,0.8515620231628418,0.45553117990493774,1.6522382793482393e-05,0.014039014466106892,0.031398821622133255,0.0,0.3259636163711548,0.9162123203277588,0.7213332653045654,0.2464522421360016,0.9397231340408325,1.0,0.9110623598098755,0.0003304476267658174,0.07360956072807312,1.40390145778656,6279.76416015625,0.04708687216043472,0.0,0.0,0.0,17.732845306396484
128,774.0447998046875,74.15806579589844,0.671420156955719,0.4570354223251343,6.446888446807861,2.243323564529419,0.8447631597518921,0.4517035484313965,1.7438364011468366e-05,0.014145120978355408,0.031468071043491364,0.0,0.3357100784778595,0.9140708446502686,0.7211005091667175,0.24578996002674103,0.9403239488601685,1.0,0.903407096862793,0.000348767323885113,0.07171209156513214,1.4145121574401855,6293.61474609375,0.047213658690452576,0.0,0.0,0.0,17.727127075195312
129,783.506103515625,75.82820129394531,0.6794068813323975,0.4561135172843933,6.412211894989014,2.2210307121276855,0.8406512141227722,0.4494055509567261,1.7824080714490265e-05,0.01429281197488308,0.03146180510520935,0.0,0.33970344066619873,0.9122270345687866,0.7209032773971558,0.24440425634384155,0.9406724572181702,1.0,0.8988111019134521,0.00035648158518597484,0.07159332931041718,1.429281234741211,6292.361328125,0.04720981419086456,0.0,0.0,0.0,17.707868576049805
130,779.3899536132812,76.23721313476562,0.6567273139953613,0.45542022585868835,6.3888444900512695,2.231506109237671,0.8384846448898315,0.44834667444229126,1.8090486264554784e-05,0.014425070956349373,0.03141695261001587,0.0,0.32836365699768066,0.9108404517173767,0.719484269618988,0.24583423137664795,0.9405967593193054,1.0,0.8966933488845825,0.0003618097398430109,0.07279783487319946,1.442507028579712,6283.390625,0.04767068848013878,0.0,0.0,0.0,17.69350814819336
131,775.0794067382812,75.58699035644531,0.653805136680603,0.4559992551803589,6.3971028327941895,2.2324390411376953,0.841201901435852,0.44987693428993225,1.814216739148833e-05,0.01453883945941925,0.031444158405065536,0.0,0.3269025683403015,0.9119985103607178,0.7186626195907593,0.2454451322555542,0.9403365254402161,1.0,0.8997538685798645,0.00036284333327785134,0.0733405351638794,1.4538840055465698,6288.83203125,0.04783239960670471,0.0,0.0,0.0,17.687877655029297
132,767.49462890625,74.37067413330078,0.65215003490448,0.45717886090278625,6.403257369995117,2.2482199668884277,0.8437243700027466,0.45131537318229675,1.815522409742698e-05,0.014668956398963928,0.031411707401275635,0.0,0.32607501745224,0.9143577218055725,0.7166842818260193,0.2463253140449524,0.9400577545166016,1.0,0.9026307463645935,0.00036310451105237007,0.07410480082035065,1.466895580291748,6282.3408203125,0.04825005680322647,0.0,0.0,0.0,17.693496704101562
133,770.2431640625,74.17961883544922,0.6608685851097107,0.45772916078567505,6.419661045074463,2.2335591316223145,0.8459610342979431,0.4523877203464508,1.837549643823877e-05,0.014772898517549038,0.03141147643327713,0.0,0.33043429255485535,0.9154583215713501,0.7173925638198853,0.24437600374221802,0.940190315246582,1.0,0.9047754406929016,0.00036750989966094494,0.07367689907550812,1.4772899150848389,6282.294921875,0.048302061855793,0.0,0.0,0.0,17.677932739257812
134,773.9861450195312,74.08352661132812,0.6732126474380493,0.45853012800216675,6.429971694946289,2.2409636974334717,0.8477356433868408,0.45330336689949036,1.7819549611886032e-05,0.014932508580386639,0.03153511881828308,0.0,0.33660632371902466,0.9170602560043335,0.7169939875602722,0.24464085698127747,0.9401712417602539,1.0,0.9066067337989807,0.000356390984961763,0.07350607216358185,1.493250846862793,6307.0244140625,0.048348285257816315,0.0,0.0,0.0,17.6682186126709
135,765.0382690429688,73.23506927490234,0.6615155935287476,0.4590825140476227,6.420322895050049,2.2367281913757324,0.8486422300338745,0.45390450954437256,1.7446556739741936e-05,0.015070751309394836,0.031452201306819916,0.0,0.3307577967643738,0.9181650280952454,0.7155925035476685,0.24393141269683838,0.9399267435073853,1.0,0.9078090190887451,0.00034893114934675395,0.07446673512458801,1.5070751905441284,6290.4404296875,0.04884902387857437,0.0,0.0,0.0,17.673412322998047
136,756.6396484375,72.86621856689453,0.6400792598724365,0.45900747179985046,6.42483377456665,2.2367444038391113,0.8477698564529419,0.4535757601261139,1.8394546714262106e-05,0.015171380713582039,0.03148173540830612,0.0,0.32003962993621826,0.9180149435997009,0.7162865996360779,0.24401715397834778,0.9397002458572388,1.0,0.9071515202522278,0.0003678909270092845,0.07577666640281677,1.517138123512268,6296.34765625,0.04907107353210449,0.0,0.0,0.0,17.677902221679688
137,743.0889282226562,70.62940979003906,0.62566077709198,0.46036142110824585,6.464991569519043,2.2531580924987793,0.8525385856628418,0.4563097059726715,1.7469123122282326e-05,0.015248284675180912,0.031810835003852844,0.0,0.31283038854599,0.9207228422164917,0.716076135635376,0.24429447948932648,0.9391703605651855,1.0,0.912619411945343,0.0003493824624456465,0.07712122052907944,1.5248284339904785,6362.1669921875,0.049061551690101624,0.0,0.0,0.0,17.690200805664062
138,734.0745849609375,68.7722396850586,0.6184862852096558,0.46120089292526245,6.491794109344482,2.2747802734375,0.857637882232666,0.4591771364212036,1.6780213627498597e-05,0.015347292646765709,0.032034486532211304,0.0,0.3092431426048279,0.9224017858505249,0.7151589393615723,0.24515850841999054,0.9387274384498596,1.0,0.9183542728424072,0.0003356042434461415,0.07856878638267517,1.5347294807434082,6406.8974609375,0.0490795373916626,0.0,0.0,0.0,17.68619155883789
139,726.95458984375,68.5787124633789,0.6032730340957642,0.4610552191734314,6.467399597167969,2.272441864013672,0.8564361333847046,0.45864444971084595,1.7186874174512923e-05,0.015415451489388943,0.03186817094683647,0.0,0.3016365170478821,0.9221104383468628,0.7134071588516235,0.24507856369018555,0.9385721683502197,1.0,0.9172888994216919,0.00034373742528259754,0.07987181842327118,1.5415451526641846,6373.634765625,0.04975185915827751,0.0,0.0,0.0,17.680349349975586
140,740.0740356445312,68.99787902832031,0.6290805339813232,0.46176934242248535,6.5187554359436035,2.2761693000793457,0.8590190410614014,0.4598691463470459,1.6588037397013977e-05,0.015516292303800583,0.03188609331846237,0.0,0.3145402669906616,0.9235386848449707,0.7173558473587036,0.2451801598072052,0.9387505054473877,1.0,0.9197382926940918,0.0003317607333883643,0.0788431316614151,1.5516294240951538,6377.21875,0.04969855397939682,0.0,0.0,0.0,17.65228843688965
141,754.6503295898438,70.05438232421875,0.6585139036178589,0.4626948833465576,6.523723602294922,2.2751693725585938,0.8601893186569214,0.46033626794815063,1.6618298104731366e-05,0.015688296407461166,0.03213829547166824,0.0,0.32925695180892944,0.9253897666931152,0.7170852422714233,0.24454131722450256,0.9389801621437073,1.0,0.9206725358963013,0.00033236597664654255,0.07732688635587692,1.568829894065857,6427.6591796875,0.04966101795434952,0.0,0.0,0.0,17.623554229736328
142,764.3291015625,71.69221496582031,0.6728906035423279,0.4628532826900482,6.449772834777832,2.2692089080810547,0.8573015928268433,0.4586722254753113,1.7322978237643838e-05,0.01581864431500435,0.0325256809592247,0.0,0.33644530177116394,0.9257065653800964,0.7121871113777161,0.24518996477127075,0.9392802715301514,1.0,0.9173444509506226,0.00034645956475287676,0.07588839530944824,1.581864595413208,6505.13671875,0.04946749657392502,0.0,0.0,0.0,17.607128143310547
143,773.9508056640625,73.05149841308594,0.6804261803627014,0.4628255069255829,6.436989784240723,2.258270263671875,0.8547888994216919,0.45725154876708984,1.7977310562855564e-05,0.015951089560985565,0.03259333223104477,0.0,0.3402130901813507,0.9256510138511658,0.7128615975379944,0.24462604522705078,0.9395018815994263,1.0,0.9145030975341797,0.0003595462185330689,0.0753614529967308,1.595108985900879,6518.666015625,0.04962295666337013,0.0,0.0,0.0,17.578975677490234
144,779.92724609375,73.55816650390625,0.6812478303909302,0.4633884131908417,6.455387115478516,2.258979320526123,0.8541244268417358,0.45689064264297485,1.7998783732764423e-05,0.016088608652353287,0.03274063766002655,0.0,0.3406239151954651,0.9267768263816833,0.7150344848632812,0.24520224332809448,0.9395080208778381,1.0,0.9137812852859497,0.00035997567465528846,0.07523700594902039,1.608860969543457,6548.12744140625,0.04981056973338127,0.0,0.0,0.0,17.559993743896484
145,769.9475708007812,73.28504180908203,0.6652371287345886,0.463015615940094,6.399380683898926,2.253342628479004,0.8535444140434265,0.456643283367157,1.8501101294532418e-05,0.01617824286222458,0.032736197113990784,0.0,0.3326185643672943,0.926031231880188,0.709831178188324,0.24469447135925293,0.9394251704216003,1.0,0.913286566734314,0.00037002202589064837,0.07612474262714386,1.6178243160247803,6547.23974609375,0.050201594829559326,0.0,0.0,0.0,17.562129974365234
146,756.8945922851562,71.80271911621094,0.636650025844574,0.46357542276382446,6.43770170211792,2.2541756629943848,0.8555819392204285,0.45799797773361206,1.7784032024792396e-05,0.01631120592355728,0.032899368554353714,0.0,0.318325012922287,0.9271508455276489,0.7117879390716553,0.2440519630908966,0.9388477802276611,1.0,0.9159959554672241,0.0003556806477718055,0.07872312515974045,1.6311206817626953,6579.87353515625,0.05050213262438774,0.0,0.0,0.0,17.548667907714844
147,750.3432006835938,70.41883087158203,0.6360708475112915,0.4643498659133911,6.494232177734375,2.250626564025879,0.859919548034668,0.46039360761642456,1.7620157450437546e-05,0.01647482067346573,0.033175576478242874,0.0,0.31803542375564575,0.9286997318267822,0.7138649225234985,0.24256311357021332,0.9385561943054199,1.0,0.9207872152328491,0.0003524031490087509,0.07956791669130325,1.64748215675354,6635.11572265625,0.05080406740307808,0.0,0.0,0.0,17.55442237854004
148,752.8486328125,70.43630981445312,0.6536486744880676,0.4649745523929596,6.459951877593994,2.261410713195801,0.8608885407447815,0.4608471989631653,1.8153114069718868e-05,0.016595574095845222,0.03354867175221443,0.0,0.3268243372440338,0.9299491047859192,0.7093998193740845,0.2434978187084198,0.9386188983917236,1.0,0.9216943979263306,0.0003630622522905469,0.07919376343488693,1.6595574617385864,6709.734375,0.05062732845544815,0.0,0.0,0.0,17.549602508544922
149,774.6314697265625,72.10542297363281,0.7035716772079468,0.4655628502368927,6.444272994995117,2.2495768070220947,0.861469566822052,0.4608438014984131,1.8667296899366193e-05,0.01673741266131401,0.03379837051033974,0.0,0.3517858386039734,0.9311257004737854,0.7078450918197632,0.24199345707893372,0.9391623735427856,1.0,0.9216876029968262,0.00037334594526328146,0.07653270661830902,1.673741102218628,6759.6748046875,0.05044097080826759,0.0,0.0,0.0,17.521804809570312
150,794.5210571289062,74.1795883178711,0.7300409078598022,0.46558502316474915,6.429944038391113,2.2502264976501465,0.8586010932922363,0.45905837416648865,1.863424404291436e-05,0.016814924776554108,0.03370462357997894,0.0,0.3650204539299011,0.9311700463294983,0.7088172435760498,0.2430303990840912,0.9397151470184326,1.0,0.9181167483329773,0.0003726848808582872,0.07464803755283356,1.6814924478530884,6740.9248046875,0.05091529339551926,0.0,0.0,0.0,17.497528076171875
151,788.6328125,74.30606079101562,0.716436505317688,0.46580255031585693,6.397823810577393,2.241926908493042,0.8567765951156616,0.45818981528282166,2.0150777345406823e-05,0.016916494816541672,0.03381817415356636,0.0,0.358218252658844,0.9316051006317139,0.7065163850784302,0.24275392293930054,0.9395565390586853,1.0,0.9163796305656433,0.00040301555418409407,0.07587198913097382,1.6916496753692627,6763.634765625,0.05137854814529419,0.0,0.0,0.0,17.473628997802734
152,790.7822265625,73.80300903320312,0.7276462316513062,0.46664848923683167,6.421850204467773,2.2590103149414062,0.8604063987731934,0.4601055085659027,1.9743962184293196e-05,0.017020095139741898,0.034130118787288666,0.0,0.3638231158256531,0.9332969784736633,0.7063692808151245,0.2434552162885666,0.9394615292549133,1.0,0.9202110171318054,0.00039487925823777914,0.07644600421190262,1.7020095586776733,6826.0234375,0.051284726709127426,0.0,0.0,0.0,17.452007293701172
153,803.6245727539062,74.79573059082031,0.7491642236709595,0.46719199419021606,6.408203125,2.2511935234069824,0.8609695434570312,0.46020787954330444,2.044442226178944e-05,0.017132742330431938,0.034314922988414764,0.0,0.37458211183547974,0.9343839883804321,0.7047679424285889,0.24280500411987305,0.9397985935211182,1.0,0.9204157590866089,0.0004088884452357888,0.07511758804321289,1.7132742404937744,6862.98388671875,0.05137466639280319,0.0,0.0,0.0,17.422142028808594
154,811.0224609375,75.72128295898438,0.7619403600692749,0.46754276752471924,6.383848190307617,2.2402100563049316,0.8597692251205444,0.459476500749588,2.138270610885229e-05,0.017294004559516907,0.03437415882945061,0.0,0.38097018003463745,0.9350855350494385,0.7034149765968323,0.24188563227653503,0.9399803876876831,1.0,0.918953001499176,0.0004276541294530034,0.07473538815975189,1.729400396347046,6874.83203125,0.051485996693372726,0.0,0.0,0.0,17.397907257080078
155,816.9993896484375,76.21531677246094,0.7644673585891724,0.4675308167934418,6.397549629211426,2.2364602088928223,0.8595111966133118,0.4593115448951721,2.053655043710023e-05,0.017393123358488083,0.03435631841421127,0.0,0.3822336792945862,0.9350616335868835,0.7056560516357422,0.24169540405273438,0.9400502443313599,1.0,0.9186230897903442,0.00041073100874200463,0.07506510615348816,1.7393124103546143,6871.263671875,0.05168922245502472,0.0,0.0,0.0,17.370315551757812
156,821.6277465820312,76.57662963867188,0.7680031061172485,0.4674527049064636,6.402493476867676,2.232044219970703,0.8606836795806885,0.45983177423477173,2.0545643565128557e-05,0.017565183341503143,0.034440845251083374,0.0,0.38400155305862427,0.9349054098129272,0.7056664824485779,0.24082273244857788,0.9402159452438354,1.0,0.9196635484695435,0.0004109128494746983,0.07475702464580536,1.7565183639526367,6888.1689453125,0.051825158298015594,0.0,0.0,0.0,17.34188461303711
157,817.136474609375,76.27763366699219,0.7583762407302856,0.467764675617218,6.3714799880981445,2.2407455444335938,0.8615025281906128,0.4603511691093445,2.1329553419491276e-05,0.01777328923344612,0.034643545746803284,0.0,0.3791881203651428,0.935529351234436,0.7013773918151855,0.24140262603759766,0.9400297999382019,1.0,0.920702338218689,0.00042659108294174075,0.07550143450498581,1.7773289680480957,6928.708984375,0.05233003944158554,0.0,0.0,0.0,17.32434844970703
