label,timestamp,lineage,run_dir,reward_weight_count
R160,2026-05-08 23:55:48,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-55-48_v2_5_pose_forward_reward_fall_guard_from_zero_fsep_ksep,52
R161,2026-05-08 23:48:51,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-48-51_v2_5_pose_world_forward_fall_guard_from_zero_fsep_ksep,51
R162,2026-05-08 23:44:10,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-44-10_v2_5_config_startup_check,51
R163,2026-05-08 23:38:01,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-38-01_v2_5_pose_world_forward_first_steps_from_zero_fsep_ksep,51
R164,2026-05-08 23:31:19,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-31-19_v2_5_pose_first_steps_stronger_from_zero_fsep_ksep,50
R165,2026-05-08 23:20:24,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-20-24_v2_5_pose_first_steps_from_zero_fsep_ksep,50
R166,2026-05-08 23:15:38,v2.5,logs/rsl_rl/kbot_forward_flat/2026-05-08_23-15-38_v2_5_pose_width_bootstrap_from_zero_improve_fsep_ksep,50
R167,2026-05-08 12:35:11,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_12-35-11_v2_4_pose_bootstrap_from_zero_settled_fsep_ksep,50
R168,2026-05-08 04:08:49,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_04-08-49_v2_3_hip_axis_posture_cleanup_from_2297,44
R169,2026-05-08 04:01:18,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_04-01-18_v2_3_gait_transition_continue_from_1798_sepfix,43
R170,2026-05-08 03:52:45,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_03-52-45_v2_3_gait_transition_from_1299_sepfix,43
R171,2026-05-08 03:41:49,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_03-41-49_v2_3_bootstrap_from_zero_sepfix,43
R172,2026-05-08 02:30:58,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_02-30-58_v2_2_hip_axis_width_cleanup_from_3200,44
R173,2026-05-08 02:26:16,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_02-26-16_v2_2_cadence_length_cleanup_from_3200,44
R174,2026-05-08 02:16:23,v2,logs/rsl_rl/kbot_forward_flat/2026-05-08_02-16-23_v2_2_step_length_cleanup_from_3200,44
R175,2026-05-07 02:53:20,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_02-53-20_v2_2_lateral_cleanup_policy_only_finetune_from_3195,44
R176,2026-05-07 02:42:55,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_02-42-55_v2_2_lateral_cleanup_continue_from_3195,44
R177,2026-05-07 02:41:34,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_02-41-34_v2_2_hip_contact_cleanup_from_3195,46
R178,2026-05-07 02:05:02,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_02-05-02_v2_2_lateral_cleanup_from_2796,44
R179,2026-05-07 01:30:59,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_01-30-59_v2_2_yaw_lateral_transition_from_2297,43
R180,2026-05-07 01:24:17,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_01-24-17_v2_2_yaw_lateral_transition_from_1798,43
R181,2026-05-07 01:01:30,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_01-01-30_v2_2_gait_transition_from_1299,43
R182,2026-05-07 00:36:13,v2,logs/rsl_rl/kbot_forward_flat/2026-05-07_00-36-13_v2_2_bootstrap_from_zero_known_recipe,43
R183,2026-05-06 23:49:21,v2,logs/rsl_rl/kbot_forward_flat/2026-05-06_23-49-21_v2_1_full_v2_from_zero_equal_lr,49
R184,2026-05-06 23:36:57,v2,logs/rsl_rl/kbot_forward_flat/2026-05-06_23-36-57_v2_1_gait_equal_lr_from_1299,49
R185,2026-05-06 23:25:25,v2,logs/rsl_rl/kbot_forward_flat/2026-05-06_23-25-25_v2_1_bootstrap_equal_lr_frontal,43
R186,2026-05-05 23:54:37,v2,logs/rsl_rl/kbot_forward_flat/2026-05-05_23-54-37_v2_reboot_gait_hip_axis_offsets_from_1299,49
R187,2026-05-05 23:43:35,v2,logs/rsl_rl/kbot_forward_flat/2026-05-05_23-43-35_v2_reboot_bootstrap_hip_axis_offsets,43
R188,2026-05-05 23:12:21,v2,logs/rsl_rl/kbot_forward_flat/2026-05-05_23-12-21_v2_scratch_hip_axis_sole_lane_3000,49
R189,2026-05-05 23:02:18,,logs/rsl_rl/kbot_forward_flat/2026-05-05_23-02-18_hip_axis_sole_lane_from_2795,49
R190,2026-05-04 20:45:25,,logs/rsl_rl/kbot_forward_flat/2026-05-04_20-45-25,49
R191,2026-05-04 19:18:03,,logs/rsl_rl/kbot_forward_flat/2026-05-04_19-18-03,49
R192,2026-05-04 19:07:44,,logs/rsl_rl/kbot_forward_flat/2026-05-04_19-07-44,49
R193,2026-05-04 16:46:50,,logs/rsl_rl/kbot_forward_flat/2026-05-04_16-46-50,46
R194,2026-05-04 16:40:24,,logs/rsl_rl/kbot_forward_flat/2026-05-04_16-40-24,46
R195,2026-05-04 16:37:58,,logs/rsl_rl/kbot_forward_flat/2026-05-04_16-37-58,46
R196,2026-05-04 15:59:46,,logs/rsl_rl/kbot_forward_flat/2026-05-04_15-59-46,46
R197,2026-05-04 14:20:49,,logs/rsl_rl/kbot_forward_flat/2026-05-04_14-20-49,45
R198,2026-05-04 07:41:32,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-41-32,43
R199,2026-05-04 07:38:30,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-38-30,43
R200,2026-05-04 07:36:27,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-36-27,44
R201,2026-05-04 07:35:00,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-35-00,44
R202,2026-05-04 07:30:33,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-30-33,46
R203,2026-05-04 07:22:33,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-22-33,43
R204,2026-05-04 07:00:30,,logs/rsl_rl/kbot_forward_flat/2026-05-04_07-00-30,45
R205,2026-05-04 06:53:21,,logs/rsl_rl/kbot_forward_flat/2026-05-04_06-53-21,45
R206,2026-05-04 06:52:07,,logs/rsl_rl/kbot_forward_flat/2026-05-04_06-52-07,45
R207,2026-05-04 06:50:54,,logs/rsl_rl/kbot_forward_flat/2026-05-04_06-50-54,45
R208,2026-05-04 06:44:54,,logs/rsl_rl/kbot_forward_flat/2026-05-04_06-44-54,45
R209,2026-05-04 06:43:32,,logs/rsl_rl/kbot_forward_flat/2026-05-04_06-43-32,45
R210,2026-05-04 05:31:04,,logs/rsl_rl/kbot_forward_flat/2026-05-04_05-31-04,45
R211,2026-05-04 05:11:03,,logs/rsl_rl/kbot_forward_flat/2026-05-04_05-11-03,45
R212,2026-05-02 04:18:19,,logs/rsl_rl/kbot_forward_flat/2026-05-02_04-18-19,44
R213,2026-04-29 07:58:47,,logs/rsl_rl/kbot_forward_flat/2026-04-29_07-58-47,43
R214,2026-04-29 06:29:05,,logs/rsl_rl/kbot_forward_flat/2026-04-29_06-29-05,43
R215,2026-04-27 17:46:04,,logs/rsl_rl/kbot_forward_flat/2026-04-27_17-46-04,43
R216,2026-04-27 17:42:57,,logs/rsl_rl/kbot_forward_flat/2026-04-27_17-42-57,43
R217,2026-04-27 11:12:07,,logs/rsl_rl/kbot_forward_flat/2026-04-27_11-12-07,41
R218,2026-04-27 11:09:21,,logs/rsl_rl/kbot_forward_flat/2026-04-27_11-09-21,41
R219,2026-04-27 04:28:53,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-28-53,40
R220,2026-04-27 04:25:25,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-25-25,40
R221,2026-04-27 04:21:18,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-21-18,40
R222,2026-04-27 04:15:45,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-15-45,40
R223,2026-04-27 04:11:47,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-11-47,40
R224,2026-04-27 04:06:27,,logs/rsl_rl/kbot_forward_flat/2026-04-27_04-06-27,40
R225,2026-04-27 03:46:31,,logs/rsl_rl/kbot_forward_flat/2026-04-27_03-46-31,40
R226,2026-04-27 01:57:15,,logs/rsl_rl/kbot_forward_flat/2026-04-27_01-57-15,40
R227,2026-04-27 01:50:43,,logs/rsl_rl/kbot_forward_flat/2026-04-27_01-50-43,40
R228,2026-04-26 21:22:06,,logs/rsl_rl/kbot_forward_flat/2026-04-26_21-22-06,40
R229,2026-04-26 21:11:00,,logs/rsl_rl/kbot_forward_flat/2026-04-26_21-11-00,39
R230,2026-04-26 20:29:08,,logs/rsl_rl/kbot_forward_flat/2026-04-26_20-29-08,38
R231,2026-04-26 19:50:15,,logs/rsl_rl/kbot_forward_flat/2026-04-26_19-50-15,36
R232,2026-04-26 19:42:47,,logs/rsl_rl/kbot_forward_flat/2026-04-26_19-42-47,36
R233,2026-04-26 19:34:50,,logs/rsl_rl/kbot_forward_flat/2026-04-26_19-34-50,36
R234,2026-04-26 19:12:04,,logs/rsl_rl/kbot_forward_flat/2026-04-26_19-12-04,33
R235,2026-04-26 18:35:51,,logs/rsl_rl/kbot_forward_flat/2026-04-26_18-35-51,33
R236,2026-04-26 17:54:49,,logs/rsl_rl/kbot_forward_flat/2026-04-26_17-54-49,31
R237,2026-04-26 04:50:38,,logs/rsl_rl/kbot_forward_flat/2026-04-26_04-50-38,30
R238,2026-04-26 04:38:23,,logs/rsl_rl/kbot_forward_flat/2026-04-26_04-38-23,30
R239,2026-04-26 03:53:29,,logs/rsl_rl/kbot_forward_flat/2026-04-26_03-53-29,29
R240,2026-04-26 03:42:10,,logs/rsl_rl/kbot_forward_flat/2026-04-26_03-42-10,29
R241,2026-04-26 03:27:17,,logs/rsl_rl/kbot_forward_flat/2026-04-26_03-27-17,28
R242,2026-04-26 03:21:49,,logs/rsl_rl/kbot_forward_flat/2026-04-26_03-21-49,28
R243,2026-04-26 02:52:06,,logs/rsl_rl/kbot_forward_flat/2026-04-26_02-52-06,26
R244,2026-04-26 02:45:50,,logs/rsl_rl/kbot_forward_flat/2026-04-26_02-45-50,26
R245,2026-04-26 02:15:34,,logs/rsl_rl/kbot_forward_flat/2026-04-26_02-15-34,23
R246,2026-04-26 02:10:12,,logs/rsl_rl/kbot_forward_flat/2026-04-26_02-10-12,23
R247,2026-04-26 01:38:53,,logs/rsl_rl/kbot_forward_flat/2026-04-26_01-38-53,19
R248,2026-04-25 21:42:41,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-42-41,19
R249,2026-04-25 21:41:29,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-41-29,19
R250,2026-04-25 21:39:59,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-39-59,19
R251,2026-04-25 21:30:30,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-30-30,19
R252,2026-04-25 21:25:06,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-25-06,19
R253,2026-04-25 21:23:56,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-23-56,19
R254,2026-04-25 21:14:30,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-14-30,19
R255,2026-04-25 21:13:33,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-13-33,19
R256,2026-04-25 21:12:29,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-12-29,19
R257,2026-04-25 21:07:49,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-07-49,19
R258,2026-04-25 21:06:35,,logs/rsl_rl/kbot_forward_flat/2026-04-25_21-06-35,19
R259,2026-04-25 20:57:24,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-57-24,18
R260,2026-04-25 20:55:31,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-55-31,17
R261,2026-04-25 20:53:45,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-53-45,17
R262,2026-04-25 20:35:49,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-35-49,17
R263,2026-04-25 20:35:11,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-35-11,17
R264,2026-04-25 20:34:13,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-34-13,16
R265,2026-04-25 20:33:13,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-33-13,16
R266,2026-04-25 20:32:51,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-32-51,16
R267,2026-04-25 20:32:07,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-32-07,16
R268,2026-04-25 20:30:57,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-30-57,16
R269,2026-04-25 20:29:43,,logs/rsl_rl/kbot_forward_flat/2026-04-25_20-29-43,16
R270,2026-04-25 19:54:27,,logs/rsl_rl/kbot_forward_flat/2026-04-25_19-54-27,15
R271,2026-04-25 19:46:38,,logs/rsl_rl/kbot_forward_flat/2026-04-25_19-46-38,15
